Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Team A Normalized,Team B Normalized,Team A Match,Team A Match Type,Team B Match,Team B Match Type
2025-08-07,RSL-AZ Yuma 2015 Boys Blue,Paladin Soccer Club 2015 Boys Red,3,2,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_464,,rsl-az yuma 2015 boys blue,paladin soccer club 2015 boys red,RSL-AZ Yuma 2015 Boys Blue,EXACT,Paladin Soccer Club 2015 Boys Red,EXACT
2025-02-24,RSL-AZ Yuma 2015 Boys Blue,Scottsdale City FC 2015 Boys Red,1,4,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_465,,rsl-az yuma 2015 boys blue,scottsdale city fc 2015 boys red,RSL-AZ Yuma 2015 Boys Blue,EXACT,Scottsdale City FC 2015 Boys Red,EXACT
2025-09-14,RSL-AZ Yuma 2015 Boys Blue,Sun Warriors AZFC 2015 Boys Red,4,4,T,T,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_466,,rsl-az yuma 2015 boys blue,sun warriors azfc 2015 boys red,RSL-AZ Yuma 2015 Boys Blue,EXACT,Sun Warriors AZFC 2015 Boys Red,EXACT
2024-11-01,RSL-AZ Yuma 2015 Boys Blue,AYSO United (AZ) 2015 Boys Black,3,1,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_467,,rsl-az yuma 2015 boys blue,ayso united (az) 2015 boys black,RSL-AZ Yuma 2015 Boys Blue,EXACT,AYSO United (AZ) 2015 Boys Black,EXACT
2025-02-08,RSL-AZ Yuma 2015 Boys Blue,CCV STARS 2015 Boys Red,0,1,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_468,,rsl-az yuma 2015 boys blue,ccv stars 2015 boys red,RSL-AZ Yuma 2015 Boys Blue,EXACT,CCV STARS 2015 Boys Red,EXACT
2025-01-02,RSL-AZ Yuma 2015 Boys Blue,Canyon Del Oro Soccer Club 2015 Boys Blue,0,1,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_469,,rsl-az yuma 2015 boys blue,canyon del oro soccer club 2015 boys blue,RSL-AZ Yuma 2015 Boys Blue,EXACT,Canyon Del Oro Soccer Club 2015 Boys Blue,EXACT
2025-03-31,RSL-AZ Yuma 2015 Boys Blue,Synergy FC AZ 2015 Boys Red,3,1,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_470,,rsl-az yuma 2015 boys blue,synergy fc az 2015 boys red,RSL-AZ Yuma 2015 Boys Blue,EXACT,Synergy FC AZ 2015 Boys Red,EXACT
2024-12-12,RSL-AZ Yuma 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys Blue,0,0,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_471,,rsl-az yuma 2015 boys blue,az arsenal soccer club 2015 boys blue,RSL-AZ Yuma 2015 Boys Blue,EXACT,AZ Arsenal Soccer Club 2015 Boys Blue,EXACT
2025-08-08,RSL-AZ Yuma 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys Blue,4,2,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_472,,rsl-az yuma 2015 boys blue,az arsenal soccer club 2015 boys blue,RSL-AZ Yuma 2015 Boys Blue,EXACT,AZ Arsenal Soccer Club 2015 Boys Blue,EXACT
2025-09-07,RSL-AZ Yuma 2015 Boys Blue,Excel Soccer Academy 2015 Boys Blue,1,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_473,,rsl-az yuma 2015 boys blue,excel soccer academy 2015 boys blue,RSL-AZ Yuma 2015 Boys Blue,EXACT,Excel Soccer Academy 2015 Boys Blue,EXACT
2025-01-12,RSL-AZ Yuma 2015 Boys Blue,RSL-AZ North 2015 Boys Black,0,2,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_474,,rsl-az yuma 2015 boys blue,rsl-az north 2015 boys black,RSL-AZ Yuma 2015 Boys Blue,EXACT,RSL-AZ North 2015 Boys Black,EXACT
2025-03-03,RSL-AZ Yuma 2015 Boys Blue,Canyon Del Oro Soccer Club 2015 Boys Black,1,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_475,,rsl-az yuma 2015 boys blue,canyon del oro soccer club 2015 boys black,RSL-AZ Yuma 2015 Boys Blue,EXACT,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT
2025-09-26,RSL-AZ Yuma 2015 Boys Blue,AYSO 350 Alliance 2015 Boys Blue,2,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_476,,rsl-az yuma 2015 boys blue,ayso 350 alliance 2015 boys blue,RSL-AZ Yuma 2015 Boys Blue,EXACT,AYSO 350 Alliance 2015 Boys Blue,EXACT
2025-07-25,RSL-AZ Yuma 2015 Boys Blue,Canyon Del Oro Soccer Club 2015 Boys White,2,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_477,,rsl-az yuma 2015 boys blue,canyon del oro soccer club 2015 boys white,RSL-AZ Yuma 2015 Boys Blue,EXACT,Canyon Del Oro Soccer Club 2015 Boys White,EXACT
2024-12-28,RSL-AZ Yuma 2015 Boys Blue,Thunderbird FC 2015 Boys Blue,2,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_478,,rsl-az yuma 2015 boys blue,thunderbird fc 2015 boys blue,RSL-AZ Yuma 2015 Boys Blue,EXACT,Thunderbird FC 2015 Boys Blue,EXACT
2025-05-07,RSL-AZ Yuma 2015 Boys Blue,Synergy FC AZ 2015 Boys White,4,2,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_479,,rsl-az yuma 2015 boys blue,synergy fc az 2015 boys white,RSL-AZ Yuma 2015 Boys Blue,EXACT,Synergy FC AZ 2015 Boys White,EXACT
2025-04-06,RSL-AZ Yuma 2015 Boys Blue,FC Tucson Youth Soccer 2015 Boys Blue,0,0,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_480,,rsl-az yuma 2015 boys blue,fc tucson youth soccer 2015 boys blue,RSL-AZ Yuma 2015 Boys Blue,EXACT,FC Tucson Youth Soccer 2015 Boys Blue,EXACT
2024-12-05,RSL-AZ Yuma 2015 Boys Blue,Epic Soccer Club 2015 Boys Red,1,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_481,,rsl-az yuma 2015 boys blue,epic soccer club 2015 boys red,RSL-AZ Yuma 2015 Boys Blue,EXACT,Epic Soccer Club 2015 Boys Red,EXACT
2025-03-18,RSL-AZ Yuma 2015 Boys Blue,Dynamos SC 2015 Boys Red,1,3,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_482,,rsl-az yuma 2015 boys blue,dynamos sc 2015 boys red,RSL-AZ Yuma 2015 Boys Blue,EXACT,Dynamos SC 2015 Boys Red,EXACT
2025-06-05,RSL-AZ Yuma 2015 Boys Blue,Next Level Soccer (AZ) 2015 Boys,1,3,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_483,,rsl-az yuma 2015 boys blue,next level soccer (az) 2015 boys,RSL-AZ Yuma 2015 Boys Blue,EXACT,Next Level Soccer (AZ) 2015 Boys,EXACT
2025-08-11,RSL-AZ Yuma 2015 Boys Blue,AZ Inferno 2015 Boys,2,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_484,,rsl-az yuma 2015 boys blue,az inferno 2015 boys,RSL-AZ Yuma 2015 Boys Blue,EXACT,AZ Inferno 2015 Boys,EXACT
2025-03-19,RSL-AZ Yuma 2015 Boys White,Bala FC 2015 Boys White,4,3,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_485,,rsl-az yuma 2015 boys white,bala fc 2015 boys white,RSL-AZ Yuma 2015 Boys White,EXACT,Bala FC 2015 Boys White,EXACT
2024-10-29,RSL-AZ Yuma 2015 Boys White,Kingman SC 2015 Boys,3,2,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_486,,rsl-az yuma 2015 boys white,kingman sc 2015 boys,RSL-AZ Yuma 2015 Boys White,EXACT,Kingman SC 2015 Boys,EXACT
2025-08-22,RSL-AZ Yuma 2015 Boys White,Dynamos SC 2015 Boys White,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_487,,rsl-az yuma 2015 boys white,dynamos sc 2015 boys white,RSL-AZ Yuma 2015 Boys White,EXACT,Dynamos SC 2015 Boys White,EXACT
2025-04-10,RSL-AZ Yuma 2015 Boys White,Synergy FC AZ 2015 Boys White,2,3,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_488,,rsl-az yuma 2015 boys white,synergy fc az 2015 boys white,RSL-AZ Yuma 2015 Boys White,EXACT,Synergy FC AZ 2015 Boys White,EXACT
2025-08-26,RSL-AZ Yuma 2015 Boys White,Real Arizona FC 2015 Boys Blue,1,2,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_489,,rsl-az yuma 2015 boys white,real arizona fc 2015 boys blue,RSL-AZ Yuma 2015 Boys White,EXACT,Real Arizona FC 2015 Boys Blue,EXACT
2024-11-30,RSL-AZ Yuma 2015 Boys White,SC Union Maricopa Academy 2015 Boys Black,3,3,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_490,,rsl-az yuma 2015 boys white,sc union maricopa academy 2015 boys black,RSL-AZ Yuma 2015 Boys White,EXACT,SC Union Maricopa Academy 2015 Boys Black,EXACT
2025-02-05,RSL-AZ Yuma 2015 Boys White,Scottsdale City FC 2015 Boys Blue,1,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_491,,rsl-az yuma 2015 boys white,scottsdale city fc 2015 boys blue,RSL-AZ Yuma 2015 Boys White,EXACT,Scottsdale City FC 2015 Boys Blue,EXACT
2025-03-17,RSL-AZ Yuma 2015 Boys White,AZ Arsenal Soccer Club 2015 Boys Black,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_492,,rsl-az yuma 2015 boys white,az arsenal soccer club 2015 boys black,RSL-AZ Yuma 2015 Boys White,EXACT,AZ Arsenal Soccer Club 2015 Boys Black,EXACT
2025-03-21,RSL-AZ Yuma 2015 Boys White,FC Arizona 2015 Boys Black,3,3,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_493,,rsl-az yuma 2015 boys white,fc arizona 2015 boys black,RSL-AZ Yuma 2015 Boys White,EXACT,FC Arizona 2015 Boys Black,EXACT
2025-01-13,RSL-AZ Yuma 2015 Boys White,Phoenix Rush 2015 Boys White,3,2,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_494,,rsl-az yuma 2015 boys white,phoenix rush 2015 boys white,RSL-AZ Yuma 2015 Boys White,EXACT,Phoenix Rush 2015 Boys White,EXACT
2025-06-17,RSL-AZ Yuma 2015 Boys White,RSL-AZ North 2015 Boys White,3,2,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_495,,rsl-az yuma 2015 boys white,rsl-az north 2015 boys white,RSL-AZ Yuma 2015 Boys White,EXACT,RSL-AZ North 2015 Boys White,EXACT
2024-11-30,RSL-AZ Yuma 2015 Boys White,AYSO United (AZ) 2015 Boys Blue,4,2,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_496,,rsl-az yuma 2015 boys white,ayso united (az) 2015 boys blue,RSL-AZ Yuma 2015 Boys White,EXACT,AYSO United (AZ) 2015 Boys Blue,EXACT
2024-10-12,RSL-AZ Yuma 2015 Boys White,Epic Soccer Club 2015 Boys Red,4,1,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_497,,rsl-az yuma 2015 boys white,epic soccer club 2015 boys red,RSL-AZ Yuma 2015 Boys White,EXACT,Epic Soccer Club 2015 Boys Red,EXACT
2024-10-25,RSL-AZ Yuma 2015 Boys White,AZ Arsenal Soccer Club 2015 Boys Blue,2,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_498,,rsl-az yuma 2015 boys white,az arsenal soccer club 2015 boys blue,RSL-AZ Yuma 2015 Boys White,EXACT,AZ Arsenal Soccer Club 2015 Boys Blue,EXACT
2025-08-27,RSL-AZ Yuma 2015 Boys White,Spartak Academy 2015 Boys Blue,2,2,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_499,,rsl-az yuma 2015 boys white,spartak academy 2015 boys blue,RSL-AZ Yuma 2015 Boys White,EXACT,Spartak Academy 2015 Boys Blue,EXACT
2024-11-21,RSL-AZ Yuma 2015 Boys White,RSL-AZ Yuma 2015 Boys Red,3,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_500,,rsl-az yuma 2015 boys white,rsl-az yuma 2015 boys red,RSL-AZ Yuma 2015 Boys White,EXACT,RSL-AZ Yuma 2015 Boys Red,EXACT
2025-07-23,RSL-AZ Yuma 2015 Boys White,East Valley/NSFC 2015 Boys,4,2,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_501,,rsl-az yuma 2015 boys white,east valley/nsfc 2015 boys,RSL-AZ Yuma 2015 Boys White,EXACT,East Valley/NSFC 2015 Boys,EXACT
2025-04-15,RSL-AZ Yuma 2015 Boys White,Paris Saint-Germain Academy Phoenix 2015 Boys White,2,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_502,,rsl-az yuma 2015 boys white,paris saint-germain academy phoenix 2015 boys white,RSL-AZ Yuma 2015 Boys White,EXACT,Paris Saint-Germain Academy Phoenix 2015 Boys White,EXACT
2025-10-03,RSL-AZ Yuma 2015 Boys White,Arizona Soccer Academy 2015 Boys,3,2,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_503,,rsl-az yuma 2015 boys white,arizona soccer academy 2015 boys,RSL-AZ Yuma 2015 Boys White,EXACT,Arizona Soccer Academy 2015 Boys,EXACT
2024-10-11,RSL-AZ Yuma 2015 Boys White,Paladin Soccer Club 2015 Boys Red,4,1,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_504,,rsl-az yuma 2015 boys white,paladin soccer club 2015 boys red,RSL-AZ Yuma 2015 Boys White,EXACT,Paladin Soccer Club 2015 Boys Red,EXACT
2025-01-09,RSL-AZ Yuma 2015 Boys White,Excel Soccer Academy 2015 Boys White,1,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_505,,rsl-az yuma 2015 boys white,excel soccer academy 2015 boys white,RSL-AZ Yuma 2015 Boys White,EXACT,Excel Soccer Academy 2015 Boys White,EXACT
2025-09-01,RSL-AZ Yuma 2015 Boys Red,RSL-AZ North 2015 Boys Blue,0,3,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_506,,rsl-az yuma 2015 boys red,rsl-az north 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,RSL-AZ North 2015 Boys Blue,EXACT
2025-08-11,RSL-AZ Yuma 2015 Boys Red,FC Batavia 2015 Boys,0,1,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_507,,rsl-az yuma 2015 boys red,fc batavia 2015 boys,RSL-AZ Yuma 2015 Boys Red,EXACT,FC Batavia 2015 Boys,EXACT
2025-03-26,RSL-AZ Yuma 2015 Boys Red,Vail SC 2015 Boys Blue,3,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_508,,rsl-az yuma 2015 boys red,vail sc 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,Vail SC 2015 Boys Blue,EXACT
2025-03-07,RSL-AZ Yuma 2015 Boys Red,North Scottsdale Soccer Club 2015 Boys,3,3,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_509,,rsl-az yuma 2015 boys red,north scottsdale soccer club 2015 boys,RSL-AZ Yuma 2015 Boys Red,EXACT,North Scottsdale Soccer Club 2015 Boys,EXACT
2024-11-13,RSL-AZ Yuma 2015 Boys Red,Next Level Soccer (AZ) 2015 Boys,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_510,,rsl-az yuma 2015 boys red,next level soccer (az) 2015 boys,RSL-AZ Yuma 2015 Boys Red,EXACT,Next Level Soccer (AZ) 2015 Boys,EXACT
2025-04-04,RSL-AZ Yuma 2015 Boys Red,AYSO United (AZ) 2015 Boys White,1,3,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_511,,rsl-az yuma 2015 boys red,ayso united (az) 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,AYSO United (AZ) 2015 Boys White,EXACT
2025-05-18,RSL-AZ Yuma 2015 Boys Red,AYSO United (AZ) 2015 Boys Red,4,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_512,,rsl-az yuma 2015 boys red,ayso united (az) 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,AYSO United (AZ) 2015 Boys Red,EXACT
2025-08-29,RSL-AZ Yuma 2015 Boys Red,FC Deportivo Arizona 2015 Boys White,1,2,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_513,,rsl-az yuma 2015 boys red,fc deportivo arizona 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,FC Deportivo Arizona 2015 Boys White,EXACT
2024-11-03,RSL-AZ Yuma 2015 Boys Red,FC Sonora 2015 Boys Blue,1,1,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_514,,rsl-az yuma 2015 boys red,fc sonora 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,FC Sonora 2015 Boys Blue,EXACT
2025-05-14,RSL-AZ Yuma 2015 Boys Red,Phoenix Rising FC 2015 Boys Red,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_515,,rsl-az yuma 2015 boys red,phoenix rising fc 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,Phoenix Rising FC 2015 Boys Red,EXACT
2024-12-05,RSL-AZ Yuma 2015 Boys Red,RSL-AZ West Valley 2015 Boys Blue,2,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_516,,rsl-az yuma 2015 boys red,rsl-az west valley 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,RSL-AZ West Valley 2015 Boys Blue,EXACT
2025-06-23,RSL-AZ Yuma 2015 Boys Red,AYSO United (AZ) 2015 Boys Red,1,3,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_517,,rsl-az yuma 2015 boys red,ayso united (az) 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,AYSO United (AZ) 2015 Boys Red,EXACT
2025-03-01,RSL-AZ Yuma 2015 Boys Red,Next Level Soccer (AZ) 2015 Boys,2,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_518,,rsl-az yuma 2015 boys red,next level soccer (az) 2015 boys,RSL-AZ Yuma 2015 Boys Red,EXACT,Next Level Soccer (AZ) 2015 Boys,EXACT
2024-10-10,RSL-AZ Yuma 2015 Boys Red,United Latinos SC 2015 Boys Red,3,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_519,,rsl-az yuma 2015 boys red,united latinos sc 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,United Latinos SC 2015 Boys Red,EXACT
2025-06-30,RSL-AZ Yuma 2015 Boys Red,Vail SC 2015 Boys Blue,3,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_520,,rsl-az yuma 2015 boys red,vail sc 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,Vail SC 2015 Boys Blue,EXACT
2025-01-02,RSL-AZ Yuma 2015 Boys Red,Phoenix Premier FC 2015 Boys Red,2,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_521,,rsl-az yuma 2015 boys red,phoenix premier fc 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,Phoenix Premier FC 2015 Boys Red,EXACT
2025-08-14,RSL-AZ Yuma 2015 Boys Red,Real Arizona FC 2015 Boys Blue,0,0,T,T,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_522,,rsl-az yuma 2015 boys red,real arizona fc 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,Real Arizona FC 2015 Boys Blue,EXACT
2025-07-09,RSL-AZ Yuma 2015 Boys Red,Spartans FC (AZ) 2015 Boys Blue,1,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_523,,rsl-az yuma 2015 boys red,spartans fc (az) 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,Spartans FC (AZ) 2015 Boys Blue,EXACT
2024-11-25,RSL-AZ Yuma 2015 Boys Red,Sun Warriors AZFC 2015 Boys White,1,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_524,,rsl-az yuma 2015 boys red,sun warriors azfc 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,Sun Warriors AZFC 2015 Boys White,EXACT
2024-12-31,RSL-AZ Yuma 2015 Boys Red,FC Deportivo Arizona 2015 Boys White,0,0,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_525,,rsl-az yuma 2015 boys red,fc deportivo arizona 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,FC Deportivo Arizona 2015 Boys White,EXACT
2025-05-19,RSL-AZ Yuma 2015 Boys Red,Paladin Soccer Club 2015 Boys White,1,3,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_526,,rsl-az yuma 2015 boys red,paladin soccer club 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,Paladin Soccer Club 2015 Boys White,EXACT
2025-05-18,RSL-AZ Yuma 2015 Boys Red,Scottsdale City FC 2015 Boys Red,1,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_527,,rsl-az yuma 2015 boys red,scottsdale city fc 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,Scottsdale City FC 2015 Boys Red,EXACT
2025-04-10,RSL-AZ Yuma 2015 Boys Red,Sun Warriors AZFC 2015 Boys White,1,1,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_528,,rsl-az yuma 2015 boys red,sun warriors azfc 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,Sun Warriors AZFC 2015 Boys White,EXACT
2025-04-04,RSL-AZ Yuma 2015 Boys Red,Phoenix Rising FC 2015 Boys Red,1,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_529,,rsl-az yuma 2015 boys red,phoenix rising fc 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,Phoenix Rising FC 2015 Boys Red,EXACT
2025-08-10,RSL-AZ Yuma 2015 Boys Red,FC Elite Arizona 2015 Boys White,4,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_530,,rsl-az yuma 2015 boys red,fc elite arizona 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,FC Elite Arizona 2015 Boys White,EXACT
2024-10-24,RSL-AZ Yuma 2015 Boys Red,United Latinos SC 2015 Boys White,4,3,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_531,,rsl-az yuma 2015 boys red,united latinos sc 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,United Latinos SC 2015 Boys White,EXACT
2025-06-29,RSL-AZ Yuma 2015 Boys Red,Phoenix Rush 2015 Boys White,1,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_532,,rsl-az yuma 2015 boys red,phoenix rush 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,Phoenix Rush 2015 Boys White,EXACT
2025-08-31,RSL-AZ Yuma 2015 Boys Red,Scottsdale City FC 2015 Boys White,3,3,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_533,,rsl-az yuma 2015 boys red,scottsdale city fc 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,Scottsdale City FC 2015 Boys White,EXACT
2025-06-21,RSL-AZ Yuma 2015 Boys Red,FC Elite Arizona 2015 Boys Black,3,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_534,,rsl-az yuma 2015 boys red,fc elite arizona 2015 boys black,RSL-AZ Yuma 2015 Boys Red,EXACT,FC Elite Arizona 2015 Boys Black,EXACT
2025-03-24,RSL-AZ Yuma 2015 Boys Red,CCV STARS 2015 Boys Red,4,2,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_535,,rsl-az yuma 2015 boys red,ccv stars 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,CCV STARS 2015 Boys Red,EXACT
2024-12-08,RSL-AZ Yuma 2015 Boys Red,Real Arizona FC 2015 Boys Blue,1,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_536,,rsl-az yuma 2015 boys red,real arizona fc 2015 boys blue,RSL-AZ Yuma 2015 Boys Red,EXACT,Real Arizona FC 2015 Boys Blue,EXACT
2025-08-26,RSL-AZ Yuma 2015 Boys Red,AYSO United (AZ) 2015 Boys Black,4,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_537,,rsl-az yuma 2015 boys red,ayso united (az) 2015 boys black,RSL-AZ Yuma 2015 Boys Red,EXACT,AYSO United (AZ) 2015 Boys Black,EXACT
2024-11-01,RSL-AZ Yuma 2015 Boys Red,AZ Arsenal Soccer Club 2015 Boys White,2,3,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_538,,rsl-az yuma 2015 boys red,az arsenal soccer club 2015 boys white,RSL-AZ Yuma 2015 Boys Red,EXACT,AZ Arsenal Soccer Club 2015 Boys White,EXACT
2024-12-07,RSL-AZ Yuma 2015 Boys Red,Scottsdale City FC 2015 Boys Red,2,2,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_539,,rsl-az yuma 2015 boys red,scottsdale city fc 2015 boys red,RSL-AZ Yuma 2015 Boys Red,EXACT,Scottsdale City FC 2015 Boys Red,EXACT
2025-03-31,RSL-AZ Yuma 2015 Boys Black,Thunderbird FC 2015 Boys Blue,3,2,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_540,,rsl-az yuma 2015 boys black,thunderbird fc 2015 boys blue,RSL-AZ Yuma 2015 Boys Black,EXACT,Thunderbird FC 2015 Boys Blue,EXACT
2024-12-21,RSL-AZ Yuma 2015 Boys Black,Epic Soccer Club 2015 Boys Red,3,3,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_541,,rsl-az yuma 2015 boys black,epic soccer club 2015 boys red,RSL-AZ Yuma 2015 Boys Black,EXACT,Epic Soccer Club 2015 Boys Red,EXACT
2025-07-18,RSL-AZ Yuma 2015 Boys Black,SC Union Maricopa Academy 2015 Boys Blue,4,4,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_542,,rsl-az yuma 2015 boys black,sc union maricopa academy 2015 boys blue,RSL-AZ Yuma 2015 Boys Black,EXACT,SC Union Maricopa Academy 2015 Boys Blue,EXACT
2024-12-14,RSL-AZ Yuma 2015 Boys Black,RSL-AZ Yuma 2015 Boys Blue,2,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_543,,rsl-az yuma 2015 boys black,rsl-az yuma 2015 boys blue,RSL-AZ Yuma 2015 Boys Black,EXACT,RSL-AZ Yuma 2015 Boys Blue,EXACT
