Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
chandler soccer club 2016 boys red,chandler soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Red,Chandler Soccer Club 2016 Boys Blue,0,0,League Play,2025-08-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_34
chandler soccer club 2016 boys red,rsl-az north 2016 boys black,Chandler Soccer Club 2016 Boys Red,RSL-AZ North 2016 Boys Black,2,1,League Play,2025-06-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_34
chandler soccer club 2016 boys red,casa grande soccer club 2016 boys white,Chandler Soccer Club 2016 Boys Red,Casa Grande Soccer Club 2016 Boys White,3,2,League Play,2025-03-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_34
chandler soccer club 2016 boys red,az soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Red,AZ Soccer Club 2016 Boys Gold,3,2,League Play,2025-04-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_34
queen creek soccer club 2016 boys white,buckeye soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys White,Buckeye Soccer Club 2016 Boys Gold,1,1,League Play,2025-07-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,Queen Creek Soccer Club 2016 Boys White,Paradise Valley Soccer Club 2016 Boys Blue,0,1,League Play,2024-12-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys black,Queen Creek Soccer Club 2016 Boys White,Glendale Soccer Club 2016 Boys Black,0,0,League Play,2025-04-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,casa grande soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys White,Casa Grande Soccer Club 2016 Boys Gold,0,0,League Play,2025-01-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,fountain hills soccer club 2016 boys white,Queen Creek Soccer Club 2016 Boys White,Fountain Hills Soccer Club 2016 Boys White,1,4,League Play,2025-04-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,Queen Creek Soccer Club 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Gold,0,1,League Play,2025-03-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,rsl-az north 2016 boys black,Queen Creek Soccer Club 2016 Boys White,RSL-AZ North 2016 Boys Black,4,4,League Play,2025-09-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,phoenix premier fc 2016 boys black,Queen Creek Soccer Club 2016 Boys White,Phoenix Premier FC 2016 Boys Black,3,3,League Play,2025-08-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys white,Queen Creek Soccer Club 2016 Boys White,Glendale Soccer Club 2016 Boys White,2,3,League Play,2025-08-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,rsl-az west valley 2016 boys red,Queen Creek Soccer Club 2016 Boys White,RSL-AZ West Valley 2016 Boys Red,3,3,League Play,2024-12-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,chandler soccer club 2016 boys red,Queen Creek Soccer Club 2016 Boys White,Chandler Soccer Club 2016 Boys Red,4,0,League Play,2025-05-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,rsl-az yuma 2016 boys gold,Queen Creek Soccer Club 2016 Boys White,RSL-AZ Yuma 2016 Boys Gold,1,1,League Play,2025-03-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,fountain hills soccer club 2016 boys white,Queen Creek Soccer Club 2016 Boys White,Fountain Hills Soccer Club 2016 Boys White,0,2,League Play,2024-12-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys blue,Queen Creek Soccer Club 2016 Boys White,Glendale Soccer Club 2016 Boys Blue,2,4,League Play,2025-08-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,valley united fc 2016 boys white,Queen Creek Soccer Club 2016 Boys White,Valley United FC 2016 Boys White,0,4,League Play,2025-04-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,apache junction soccer club 2016 boys red,Queen Creek Soccer Club 2016 Boys White,Apache Junction Soccer Club 2016 Boys Red,0,1,League Play,2025-04-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,rsl-az west valley 2016 boys red,Queen Creek Soccer Club 2016 Boys White,RSL-AZ West Valley 2016 Boys Red,2,0,League Play,2025-02-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,tempe soccer club 2016 boys black,Queen Creek Soccer Club 2016 Boys White,Tempe Soccer Club 2016 Boys Black,1,3,League Play,2025-02-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,maricopa soccer club 2016 boys red,Queen Creek Soccer Club 2016 Boys White,Maricopa Soccer Club 2016 Boys Red,0,2,League Play,2025-01-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,apache junction soccer club 2016 boys red,Queen Creek Soccer Club 2016 Boys White,Apache Junction Soccer Club 2016 Boys Red,2,0,League Play,2025-02-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys white,Queen Creek Soccer Club 2016 Boys White,Glendale Soccer Club 2016 Boys White,4,0,League Play,2025-01-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,fountain hills soccer club 2016 boys white,Queen Creek Soccer Club 2016 Boys White,Fountain Hills Soccer Club 2016 Boys White,1,3,League Play,2025-01-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,paradise valley soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys White,Paradise Valley Soccer Club 2016 Boys Gold,0,4,League Play,2025-08-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,avondale soccer club 2016 boys white,Queen Creek Soccer Club 2016 Boys White,Avondale Soccer Club 2016 Boys White,1,2,League Play,2025-01-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
queen creek soccer club 2016 boys white,queen creek soccer club 2016 boys blue,Queen Creek Soccer Club 2016 Boys White,Queen Creek Soccer Club 2016 Boys Blue,2,1,League Play,2025-06-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_35
buckeye soccer club 2016 boys blue,maricopa soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Maricopa Soccer Club 2016 Boys Black,3,3,League Play,2025-08-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,queen creek soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Blue,Queen Creek Soccer Club 2016 Boys White,2,0,League Play,2025-05-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,rsl-az north 2016 boys white,Buckeye Soccer Club 2016 Boys Blue,RSL-AZ North 2016 Boys White,0,3,League Play,2025-10-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,phoenix premier fc 2016 boys gold,Buckeye Soccer Club 2016 Boys Blue,Phoenix Premier FC 2016 Boys Gold,1,1,League Play,2025-07-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,paradise valley soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Blue,Paradise Valley Soccer Club 2016 Boys Blue,1,1,League Play,2025-06-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,chandler soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Blue,Chandler Soccer Club 2016 Boys Gold,1,1,League Play,2025-07-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,gilbert soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Gilbert Soccer Club 2016 Boys Black,3,2,League Play,2025-01-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,desert sc 2016 boys white,Buckeye Soccer Club 2016 Boys Blue,Desert SC 2016 Boys White,0,1,League Play,2025-08-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,peoria soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Blue,Peoria Soccer Club 2016 Boys White,0,4,League Play,2025-05-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,chandler soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Blue,Chandler Soccer Club 2016 Boys Blue,1,3,League Play,2025-07-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,fc tucson youth soccer 2016 boys gold,Buckeye Soccer Club 2016 Boys Blue,FC Tucson Youth Soccer 2016 Boys Gold,3,3,League Play,2025-05-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,cave creek soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Blue,Cave Creek Soccer Club 2016 Boys White,0,2,League Play,2025-03-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,buckeye soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Buckeye Soccer Club 2016 Boys Black,3,4,League Play,2025-02-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,avondale soccer club 2016 boys red,Buckeye Soccer Club 2016 Boys Blue,Avondale Soccer Club 2016 Boys Red,0,1,League Play,2025-04-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,maricopa soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Maricopa Soccer Club 2016 Boys Black,3,2,League Play,2025-08-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,cave creek soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Blue,Cave Creek Soccer Club 2016 Boys White,2,0,League Play,2025-05-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,peoria soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Peoria Soccer Club 2016 Boys Black,3,0,League Play,2025-01-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,queen creek soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Blue,Queen Creek Soccer Club 2016 Boys Gold,4,0,League Play,2025-09-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,rsl-az south 2016 boys gold,Buckeye Soccer Club 2016 Boys Blue,RSL-AZ South 2016 Boys Gold,1,3,League Play,2025-03-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,chandler soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Blue,Chandler Soccer Club 2016 Boys Blue,0,4,League Play,2025-07-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,goodyear soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Goodyear Soccer Club 2016 Boys Black,2,2,League Play,2025-05-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,paradise valley soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Blue,Paradise Valley Soccer Club 2016 Boys White,0,2,League Play,2025-10-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,cave creek soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Cave Creek Soccer Club 2016 Boys Black,1,2,League Play,2025-09-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,fc elite arizona 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,FC Elite Arizona 2016 Boys Black,0,1,League Play,2024-12-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
buckeye soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Blue,Queen Creek Soccer Club 2016 Boys Blue,0,4,League Play,2025-03-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_36
maricopa soccer club 2016 boys white,mesa soccer club 2016 boys gold,Maricopa Soccer Club 2016 Boys White,Mesa Soccer Club 2016 Boys Gold,2,2,League Play,2025-04-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,paradise valley soccer club 2016 boys gold,Maricopa Soccer Club 2016 Boys White,Paradise Valley Soccer Club 2016 Boys Gold,1,4,League Play,2025-08-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,rsl-az south 2016 boys blue,Maricopa Soccer Club 2016 Boys White,RSL-AZ South 2016 Boys Blue,2,2,League Play,2025-06-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,chandler soccer club 2016 boys gold,Maricopa Soccer Club 2016 Boys White,Chandler Soccer Club 2016 Boys Gold,4,4,League Play,2025-01-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,queen creek soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Queen Creek Soccer Club 2016 Boys Blue,0,4,League Play,2024-12-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,gilbert soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Gilbert Soccer Club 2016 Boys Blue,4,4,League Play,2025-07-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,cave creek soccer club 2016 boys white,Maricopa Soccer Club 2016 Boys White,Cave Creek Soccer Club 2016 Boys White,3,3,League Play,2025-08-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,avondale soccer club 2016 boys white,Maricopa Soccer Club 2016 Boys White,Avondale Soccer Club 2016 Boys White,4,4,League Play,2025-08-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,fc elite arizona 2016 boys blue,Maricopa Soccer Club 2016 Boys White,FC Elite Arizona 2016 Boys Blue,3,4,League Play,2025-03-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,surprise soccer club 2016 boys red,Maricopa Soccer Club 2016 Boys White,Surprise Soccer Club 2016 Boys Red,0,3,League Play,2025-08-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,buckeye soccer club 2016 boys black,Maricopa Soccer Club 2016 Boys White,Buckeye Soccer Club 2016 Boys Black,1,0,League Play,2025-03-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,avondale soccer club 2016 boys white,Maricopa Soccer Club 2016 Boys White,Avondale Soccer Club 2016 Boys White,3,0,League Play,2025-05-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,gilbert soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Gilbert Soccer Club 2016 Boys Blue,3,2,League Play,2025-01-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Paradise Valley Soccer Club 2016 Boys Blue,2,2,League Play,2025-10-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,maricopa soccer club 2016 boys gold,Maricopa Soccer Club 2016 Boys White,Maricopa Soccer Club 2016 Boys Gold,1,2,League Play,2025-06-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,maricopa soccer club 2016 boys red,Maricopa Soccer Club 2016 Boys White,Maricopa Soccer Club 2016 Boys Red,1,4,League Play,2025-05-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Paradise Valley Soccer Club 2016 Boys Blue,3,4,League Play,2025-05-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,gilbert soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Gilbert Soccer Club 2016 Boys Blue,3,3,League Play,2025-08-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,surprise soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Surprise Soccer Club 2016 Boys Blue,2,3,League Play,2025-08-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,rsl-az west valley 2016 boys red,Maricopa Soccer Club 2016 Boys White,RSL-AZ West Valley 2016 Boys Red,0,2,League Play,2025-03-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,cave creek soccer club 2016 boys white,Maricopa Soccer Club 2016 Boys White,Cave Creek Soccer Club 2016 Boys White,4,3,League Play,2025-03-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,buckeye soccer club 2016 boys black,Maricopa Soccer Club 2016 Boys White,Buckeye Soccer Club 2016 Boys Black,0,4,League Play,2025-08-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,glendale soccer club 2016 boys blue,Maricopa Soccer Club 2016 Boys White,Glendale Soccer Club 2016 Boys Blue,1,4,League Play,2025-08-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,Maricopa Soccer Club 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Gold,0,0,League Play,2025-03-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
maricopa soccer club 2016 boys white,desert sc 2016 boys white,Maricopa Soccer Club 2016 Boys White,Desert SC 2016 Boys White,2,3,League Play,2025-05-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_37
glendale soccer club 2016 boys white,fc tucson youth soccer 2016 boys red,Glendale Soccer Club 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Red,2,0,League Play,2025-02-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_38
glendale soccer club 2016 boys white,mesa soccer club 2016 boys gold,Glendale Soccer Club 2016 Boys White,Mesa Soccer Club 2016 Boys Gold,4,1,League Play,2025-07-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_38
glendale soccer club 2016 boys white,scottsdale soccer club 2016 boys black,Glendale Soccer Club 2016 Boys White,Scottsdale Soccer Club 2016 Boys Black,0,4,League Play,2025-01-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_38
