Team A,Team B,Score A,Score B,Date,Competition,SourceURL
casa grande soccer club 2012 blue,mesa soccer club 2012 black,4,3,2025-01-05,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,glendale soccer club 2012 red,3,3,2024-11-13,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,tucson youth soccer 2012 red,3,0,2025-06-18,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,peoria soccer club 2012 white,0,0,2024-10-15,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,rsl-az south 2012 white,4,0,2024-10-16,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,casa grande soccer club 2012 gold,0,5,2025-07-06,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,rsl-az north 2012 blue,5,1,2025-04-09,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,fountain hills soccer club 2012 black,5,4,2025-04-17,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,casa grande soccer club 2012 gold,5,0,2025-04-21,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,mesa soccer club 2012 black,3,4,2025-09-28,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,casa grande soccer club 2012 red,5,0,2024-10-18,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,cave creek soccer club 2012 black,4,3,2025-08-12,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,rsl-az west valley 2012 gold,1,0,2025-05-14,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,rsl-az north 2012 white,1,2,2025-04-06,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,goodyear soccer club 2012 red,0,1,2025-05-06,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,peoria soccer club 2012 white,2,3,2025-01-17,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,peoria soccer club 2012 gold,4,3,2024-11-06,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,apache junction soccer club 2012 blue,5,3,2025-06-23,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,goodyear soccer club 2012 gold,1,0,2025-06-28,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,az soccer club 2012 gold,2,3,2025-08-13,League Play,https://rankings.gotsport.com/teams/u14_29
paradise valley soccer club 2012 blue,rsl-az yuma 2012 red,0,3,2025-05-16,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,az arsenal soccer club 2012 red,1,4,2025-02-18,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,az arsenal soccer club 2012 white,0,2,2025-01-07,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,tempe soccer club 2012 blue,2,3,2024-10-22,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,fountain hills soccer club 2012 blue,3,4,2025-05-31,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,tempe soccer club 2012 blue,1,2,2025-08-16,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,tempe soccer club 2012 blue,3,3,2024-10-26,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,cave creek soccer club 2012 gold,0,1,2025-07-21,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,phoenix premier 2012 red,1,1,2025-03-07,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,tempe soccer club 2012 blue,0,1,2024-12-29,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,desert 2012 gold,1,1,2025-07-14,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,az soccer club 2012 red,4,2,2024-12-14,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,queen creek soccer club 2012 white,2,5,2025-04-03,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,rsl-az yuma 2012 red,4,3,2025-06-17,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,az soccer club 2012 gold,1,1,2025-09-08,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,mesa soccer club 2012 black,2,0,2025-07-05,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,desert 2012 red,2,2,2025-09-11,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,chandler soccer club 2012 red,3,1,2025-07-18,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,chandler soccer club 2012 gold,4,0,2025-06-21,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,paradise valley soccer club 2012 black,3,2,2024-11-08,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,tempe soccer club 2012 white,4,5,2025-09-22,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,desert 2012 blue,2,2,2025-01-23,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,cave creek soccer club 2012 gold,0,1,2025-02-11,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,mesa soccer club 2012 gold,0,0,2025-10-04,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,valley united 2012 red,1,5,2025-01-10,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,mesa soccer club 2012 gold,2,4,2025-08-17,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,apache junction soccer club 2012 blue,0,5,2025-03-08,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,chandler soccer club 2012 red,5,4,2025-05-13,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,mesa soccer club 2012 white,2,5,2024-10-29,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 blue,casa grande soccer club 2012 gold,1,2,2025-09-24,League Play,https://rankings.gotsport.com/teams/u14_30
paradise valley soccer club 2012 black,fountain hills soccer club 2012 white,2,5,2025-04-22,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,chandler soccer club 2012 white,3,5,2025-09-27,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,queen creek soccer club 2012 white,2,2,2025-01-28,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,queen creek soccer club 2012 black,0,1,2025-07-19,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,maricopa soccer club 2012 red,0,0,2025-05-31,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,queen creek soccer club 2012 white,2,5,2024-10-31,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,az arsenal soccer club 2012 blue,1,4,2025-03-02,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,az soccer club 2012 gold,0,3,2025-04-22,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,az arsenal soccer club 2012 red,1,4,2025-07-02,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,rsl-az yuma 2012 red,3,3,2025-06-21,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,tucson youth soccer 2012 white,0,2,2024-12-29,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,mesa soccer club 2012 black,4,4,2024-10-30,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,phoenix premier 2012 red,2,2,2025-05-11,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,desert 2012 blue,5,1,2025-07-18,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,mesa soccer club 2012 black,5,2,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,queen creek soccer club 2012 gold,3,1,2025-04-22,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,rsl-az yuma 2012 gold,3,2,2025-08-11,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,phoenix rising 2012 blue,4,2,2025-09-05,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,chandler soccer club 2012 white,4,1,2025-05-31,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,peoria soccer club 2012 white,5,0,2025-06-10,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,rsl-az north 2012 red,0,2,2025-01-01,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,tempe soccer club 2012 blue,5,1,2025-02-19,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,tempe soccer club 2012 white,2,1,2025-10-06,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,az soccer club 2012 gold,4,0,2025-09-14,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,apache junction soccer club 2012 gold,4,5,2025-04-03,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,phoenix premier 2012 red,1,2,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,casa grande soccer club 2012 gold,2,3,2025-06-26,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,mesa soccer club 2012 black,1,5,2025-05-03,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,valley united 2012 red,5,4,2025-01-10,League Play,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 black,glendale soccer club 2012 red,1,1,2025-08-12,League Play,https://rankings.gotsport.com/teams/u14_31
goodyear soccer club 2012 blue,tucson youth soccer 2012 red,2,2,2025-05-06,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,goodyear soccer club 2012 gold,5,0,2024-11-10,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,az soccer club 2012 red,3,2,2025-03-17,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,apache junction soccer club 2012 gold,3,1,2025-01-16,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,rsl-az south 2012 blue,5,0,2024-12-30,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,tempe soccer club 2012 black,5,0,2025-09-17,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,az arsenal soccer club 2012 red,5,1,2024-12-24,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,tempe soccer club 2012 blue,0,4,2025-05-23,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,queen creek soccer club 2012 gold,2,1,2024-10-23,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,paradise valley soccer club 2012 blue,0,4,2025-03-02,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,queen creek soccer club 2012 black,4,1,2025-08-18,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,elite arizona 2012 gold,5,5,2024-12-08,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,queen creek soccer club 2012 black,3,5,2025-06-13,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,paradise valley soccer club 2012 blue,4,1,2025-04-23,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,queen creek soccer club 2012 black,2,0,2025-09-14,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,peoria soccer club 2012 white,2,5,2024-12-23,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,queen creek soccer club 2012 white,5,0,2025-07-31,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,tempe soccer club 2012 blue,2,4,2025-04-11,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,queen creek soccer club 2012 gold,3,3,2025-08-11,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,fountain hills soccer club 2012 blue,0,5,2025-07-01,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,desert 2012 blue,5,0,2024-10-22,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,phoenix rising 2012 blue,4,0,2024-10-22,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,chandler soccer club 2012 white,2,5,2025-02-18,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,cave creek soccer club 2012 black,2,0,2025-01-29,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,fountain hills soccer club 2012 black,4,1,2025-06-08,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,tucson youth soccer 2012 blue,4,5,2025-03-28,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,desert 2012 red,4,5,2025-09-28,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,phoenix premier 2012 gold,0,1,2024-10-31,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,fountain hills soccer club 2012 white,0,0,2024-10-19,League Play,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 blue,tempe soccer club 2012 black,1,5,2024-12-04,League Play,https://rankings.gotsport.com/teams/u14_32
apache junction soccer club 2012 blue,paradise valley soccer club 2012 blue,4,5,2024-11-13,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,phoenix premier 2012 gold,5,2,2024-12-04,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,tempe soccer club 2012 blue,2,1,2024-11-02,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,peoria soccer club 2012 white,4,1,2025-08-24,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,phoenix premier 2012 gold,2,2,2025-02-18,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,queen creek soccer club 2012 white,1,2,2025-10-04,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,rsl-az south 2012 white,5,2,2025-02-09,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,casa grande soccer club 2012 blue,4,1,2025-09-09,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,desert 2012 gold,4,2,2025-07-25,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,desert 2012 gold,4,3,2025-03-13,League Play,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 blue,cave creek soccer club 2012 black,3,2,2025-10-07,League Play,https://rankings.gotsport.com/teams/u14_33
