Team,Goals For,Opponent,Goals Against,Date
Tuzos Royals 2014,2,PRFC North Valley 14B PreAcademy,3,2025-02-08
Tuzos Royals 2014,3,Southeast 2014 Boys Blue,2,2025-02-08
Tuzos Royals 2014,3,Southeast 2014 Boys Blue,2,2025-02-08
Tuzos Royals 2014,3,NOS Santos 14 Boys Blue,2,2025-02-08
Tuzos Royals 2014,3,Southeast 2014 Boys Red,2,2025-02-07
Tuzos Royals 2014,3,Southeast 2014 Boys Red,2,2025-02-07
Tuzos Royals 2014,3,2014B West,6,2025-02-01
Tuzos Royals 2014,3,2014B West,6,2025-02-01
Tuzos Royals 2014,1,Madison FC 14 Gold Boys,0,2025-01-19
Tuzos Royals 2014,3,Northwest 2014 Boys,0,2025-01-19
Tuzos Royals 2014,3,Northwest 2014 Boys,0,2025-01-19
Tuzos Royals 2014,1,Madison FC 14 Gold Boys,0,2025-01-19
Tuzos Royals 2014,3,Madison FC 14 Gold Boys,1,2025-01-18
Tuzos Royals 2014,3,Madison FC 14 Gold Boys,1,2025-01-18
Tuzos Royals 2014,3,West Valley 2014 Boys Martinez Pre-Elite64,0,2025-01-18
Tuzos Royals 2014,3,AZSC 14B Perez,2,2025-01-11
Tuzos Royals 2014,2,2014B West,2,2024-12-14
Tuzos Royals 2014,1,CCV Stars 14 Boys North Pre-ECNL,1,2024-12-14
Tuzos Royals 2014,8,Playmaker Futbol Academy 14B Gold,1,2024-11-30
Tuzos Royals 2014,8,Playmaker Futbol Academy 14B Black,1,2024-11-30
Tuzos Royals 2014,2,AZ Arsenal 14 Boys Teal SC,1,2024-11-16
Tuzos Royals 2014,6,Dynamos SC 14B Gold,0,2024-11-16
Tuzos Royals 2014,3,Southeast 2014 Boys Red,4,2024-11-10
Tuzos Royals 2014,3,Southeast 2014 Boys Red,4,2024-11-10
Tuzos Royals 2014,3,14B JDeutsch Pre-MLS Next,3,2024-11-09
Tuzos Royals 2014,3,14B Velasco,3,2024-11-09
Tuzos Royals 2014,2,Brazas 2014 Boys Black Marcos,5,2024-10-05
Tuzos Royals 2014,4,AZSC 14B Perez,1,2024-10-05
Tuzos Royals 2014,2,AZ Arsenal Pre-ECNL B14,1,2024-09-28
Tuzos Royals 2014,0,14B GSA,6,2024-09-28
Tuzos Royals 2014,2,AZ Arsenal 14 Boys Teal SC,2,2024-09-27
Tuzos Royals 2014,4,PRFC Desert Foothills 14B Pre-Academy,2,2024-09-21
Tuzos Royals 2014,1,AZEV B2014 (NAVY),1,2024-08-10
Tuzos Royals 2014,2,Excel Soccer Academy 14B Red,2,2024-04-19
